samples	symbol	Mutation	CNA Status	Expression
TCGA-32-2616	CHD8	-	-	-0.208
TCGA-32-2616	CREM	-	-	1.711
TCGA-32-2616	CRTC3	-	-	-0.409
TCGA-32-2616	CTCF	-	-	-1.087
TCGA-32-2616	CUL1	0	2	1.742
TCGA-32-2616	DHX9	-	-	-0.654
TCGA-32-2616	DICER1	-	-	-0.969
TCGA-32-2616	DMD	-	-	1.596
TCGA-32-2616	DNMT3A	-	-	0.033
TCGA-32-2616	EGFR	0	2	0.182
TCGA-32-2616	EIF4A2	-	-	-0.87
TCGA-32-2616	ELF3	-	-	-0.73
TCGA-32-2616	ERCC2	-	-	0.019
TCGA-32-2616	EWSR1	-	-	-0.323
TCGA-32-2616	EZH2	0	2	1.556
TCGA-32-2616	FANCA	-	-	0.235
TCGA-32-2616	FBN2	-	-	-0.045
TCGA-32-2616	FBXO11	-	-	0.108
TCGA-32-2616	FES	-	-	-0.14
TCGA-32-2616	FGFR3	-	-	0.016
TCGA-32-2616	FLT3	-	-	-0.006
TCGA-32-2616	FOXA2	-	-	-0.009
TCGA-32-2616	FRG1B	-	-	-1.363
TCGA-32-2616	GATA3	-	-	-0.014
TCGA-32-2616	GNAI1	0	2	0.884
TCGA-32-2616	GNAS	-	-	-0.002
TCGA-32-2616	GOLGA5	-	-	-1.305
TCGA-32-2616	GOT2	-	-	-0.389
TCGA-32-2616	GPHN	-	-	0.268
TCGA-32-2616	GPS2	-	-	-0.393
TCGA-32-2616	H3F3C	-	-	-0.443
TCGA-32-2616	HGF	0	2	0.169
TCGA-32-2616	HLA-A	-	-	0.196
TCGA-32-2616	HMGXB4	-	-	0.11
TCGA-32-2616	HRAS	-	-	0.349
TCGA-32-2616	HSPA8	-	-	0.058
TCGA-32-2616	HUWE1	-	-	-0.538
TCGA-32-2616	IDH1	-	-	0.313
TCGA-32-2616	IDH2	-	-	-0.187
TCGA-32-2616	IRS2	-	-	1.773
TCGA-32-2616	KDM5C	-	-	0.342
TCGA-32-2616	KEAP1	-	-	0.748
TCGA-32-2616	KIFC3	-	-	-0.321
TCGA-32-2616	KIT	-	-	-0.084
TCGA-32-2616	KRAS	-	-	-0.363
TCGA-32-2616	LEPR	-	-	-0.344
TCGA-32-2616	LIFR	-	-	1.443
TCGA-32-2616	LPP	-	-	-0.814
TCGA-32-2616	LUM	-	-	-0.319
TCGA-32-2616	LZTR1	-	-	0.261
TCGA-32-2616	MALAT1	-	-	-0.022
TCGA-32-2616	MAP2K4	-	-	-0.923
TCGA-32-2616	MAP3K3	-	-	-0.905
TCGA-32-2616	MAPK8IP1	-	-	3.703
TCGA-32-2616	MATK	-	-	-0.231
TCGA-32-2616	MDM2	-	-	-0.009
TCGA-32-2616	MDM4	-	-	-0.19
TCGA-32-2616	METTL14	-	-	-0.413
TCGA-32-2616	MN1	-	-	2.934
TCGA-32-2616	MTOR	-	-	0.343
TCGA-32-2616	NAV3	-	-	0.14
TCGA-32-2616	NBPF10	-	-	-0.054
TCGA-32-2616	NCOA4	-	-	-0.198
TCGA-32-2616	NF1	-	-	0.045
TCGA-32-2616	NFE2L2	-	-	0.455
TCGA-32-2616	NLRP3	-	-	0.013
TCGA-32-2616	NOTCH1	-	-	0.893
TCGA-32-2616	NR4A2	-	-	-0.273
TCGA-32-2616	PCBP1	-	-	-0.927
TCGA-32-2616	PDGFRA	-	-	0.922
TCGA-32-2616	PIK3CA	-	-	-0.164
TCGA-32-2616	PIK3CG	0	2	0.024
TCGA-32-2616	PIK3R1	-	-	-0.128
TCGA-32-2616	PIP5K1A	-	-	-0.549
TCGA-32-2616	PLCG1	-	-	2.579
TCGA-32-2616	PPP2R1A	-	-	0.274
TCGA-32-2616	PTEN	-	-	0.245
TCGA-32-2616	RAC1	0	2	1.444
TCGA-32-2616	RANBP2	-	-	-0.754
TCGA-32-2616	RANBP3	-	-	0.997
TCGA-32-2616	RB1	-	-	-1.104
TCGA-32-2616	RBMX	-	-	-0.918
TCGA-32-2616	RHEB	0	2	1.2
TCGA-32-2616	RHOA	-	-	0.881
TCGA-32-2616	RPL5	-	-	-0.99
TCGA-32-2616	RPSAP58	-	-	0.02
TCGA-32-2616	RUNX1	-	-	-0.524
TCGA-32-2616	RXRA	-	-	0.321
TCGA-32-2616	SMAD2	-	-	0.06
TCGA-32-2616	SMC1A	-	-	1.145
TCGA-32-2616	SPATA6	-	-	4.418
TCGA-32-2616	SPEN	-	-	-0.155
TCGA-32-2616	SPOP	-	-	0.607
TCGA-32-2616	STAG2	-	-	-0.345
TCGA-32-2616	STK11	-	-	0.321
TCGA-32-2616	SYNE1	-	-	0.486
TCGA-32-2616	TBL1XR1	-	-	-0.771
TCGA-32-2616	TBX3	-	-	-0.167
TCGA-32-2616	TCF12	-	-	1.344
TCGA-32-2616	TCF7	-	-	-0.108
TCGA-32-2616	TET2	-	-	-0.35
TCGA-32-2616	TFDP1	-	-	0.646
TCGA-32-2616	TGFBR2	-	-	-0.445
TCGA-32-2616	TGIF1	-	-	-0.222
TCGA-32-2616	TJP2	-	-	-0.322
TCGA-32-2616	TNFRSF10C	-	-	-0.194
TCGA-32-2616	TOM1	-	-	1.077
TCGA-32-2616	TP53	-	-	-0.202
TCGA-32-2616	U2AF1	-	-	-0.201
TCGA-32-2616	WT1	-	-	-0.01
TCGA-32-2616	ZFP36L1	-	-	-0.497
TCGA-32-2616	ZFP36L2	-	-	-0.064
TCGA-32-2616	ZNF132	-	-	1.203
TCGA-32-2616	ZNF300	-	-	1.045
TCGA-32-2616	ZNF814	-	-	-0.174
TCGA-32-2616	ZNF844	-	-	0.158
TCGA-32-2634	ABCB1	-	-	0.404
TCGA-32-2634	ACVR1B	-	-	-0.171
TCGA-32-2634	ADCY1	-	-	0.309
TCGA-32-2634	ADORA2A	-	-	-0.063
TCGA-32-2634	AHNAK2	-	-	-0.121
TCGA-32-2634	AKAP9	-	-	-0.343
TCGA-32-2634	AKD1	-	-	1.29
TCGA-32-2634	AKT1	-	-	0.021
TCGA-32-2634	AMPH	-	-	1.733
TCGA-32-2634	APAF1	-	-	0.607
TCGA-32-2634	BCOR	-	-	0.426
TCGA-32-2634	BRAF	-	-	-0.527
TCGA-32-2634	BRCA1	-	-	0.721
TCGA-32-2634	BRCA2	-	-	-0.03
TCGA-32-2634	CAD	-	-	-0.027
TCGA-32-2634	CASP8	-	-	-0.988
TCGA-32-2634	CAST	-	-	-0.955
TCGA-32-2634	CBFB	-	-	-0.252
TCGA-32-2634	CCND1	-	-	-0.259
TCGA-32-2634	CDKN2A	-	-	0.912
TCGA-32-2634	CDKN2C	-	-	2.131
TCGA-32-2634	CEBPA	-	-	-0.14
TCGA-32-2634	CENPF	-	-	0.569
TCGA-32-2634	CFH	-	-	-0.389
TCGA-32-2634	CHD4	-	-	0.15
TCGA-32-2634	CHD8	-	-	-0.497
TCGA-32-2634	CREM	-	-	-0.34
TCGA-32-2634	CRTC3	-	-	0.88
TCGA-32-2634	CTCF	-	-	0.198
TCGA-32-2634	CUL1	-	-	-0.381
TCGA-32-2634	DHX9	-	-	0.628
TCGA-32-2634	DICER1	-	-	-0.608
TCGA-32-2634	DMD	-	-	0.797
TCGA-32-2634	DNMT3A	-	-	-0.095
TCGA-32-2634	EGFR	-	-	0.055
TCGA-32-2634	EIF4A2	-	-	-0.472
TCGA-32-2634	ELF3	-	-	-0.727
TCGA-32-2634	ERCC2	-	-	1.188
TCGA-32-2634	EWSR1	-	-	-0.586
TCGA-32-2634	EZH2	-	-	2.905
TCGA-32-2634	FANCA	-	-	1.636
TCGA-32-2634	FBN2	-	-	0.45
TCGA-32-2634	FBXO11	-	-	1.379
TCGA-32-2634	FES	-	-	-0.041
TCGA-32-2634	FGFR3	-	-	0.188
TCGA-32-2634	FLT3	-	-	-0.005
TCGA-32-2634	FOXA2	-	-	-0.005
TCGA-32-2634	FRG1B	-	-	-0.227
TCGA-32-2634	GATA3	-	-	-0.014
TCGA-32-2634	GNAI1	-	-	1.02
TCGA-32-2634	GNAS	-	-	0.574
TCGA-32-2634	GOLGA5	-	-	-0.501
TCGA-32-2634	GOT2	-	-	0.308
TCGA-32-2634	GPHN	-	-	0.088
TCGA-32-2634	GPS2	-	-	0.343
TCGA-32-2634	H3F3C	-	-	-0.45
TCGA-32-2634	HGF	-	-	0.033
TCGA-32-2634	HLA-A	-	-	-0.585
TCGA-32-2634	HMGXB4	-	-	-0.574
TCGA-32-2634	HRAS	-	-	0.619
TCGA-32-2634	HSPA8	-	-	-0.386
TCGA-32-2634	HUWE1	-	-	-0.361
TCGA-32-2634	IDH1	-	-	-0.277
TCGA-32-2634	IDH2	-	-	0.056
TCGA-32-2634	IRS2	-	-	0.282
TCGA-32-2634	KDM5C	-	-	-0.911
TCGA-32-2634	KEAP1	-	-	0.485
TCGA-32-2634	KIFC3	-	-	0.151
TCGA-32-2634	KIT	1	-	0.058
TCGA-32-2634	KRAS	-	-	-0.131
TCGA-32-2634	LEPR	-	-	-0.216
TCGA-32-2634	LIFR	-	-	1.663
TCGA-32-2634	LPP	-	-	-0.913
TCGA-32-2634	LUM	-	-	-0.316
TCGA-32-2634	LZTR1	-	-	0.649
TCGA-32-2634	MALAT1	-	-	0.006
TCGA-32-2634	MAP2K4	-	-	0.288
TCGA-32-2634	MAP3K3	-	-	-0.443
TCGA-32-2634	MAPK8IP1	-	-	2.444
TCGA-32-2634	MATK	-	-	0.427
TCGA-32-2634	MDM2	-	-	0.058
TCGA-32-2634	MDM4	-	-	0.256
TCGA-32-2634	METTL14	-	-	0.908
TCGA-32-2634	MN1	-	-	0.027
TCGA-32-2634	MTOR	-	-	-0.816
TCGA-32-2634	NAV3	-	-	1.092
TCGA-32-2634	NBPF10	-	-	-0.063
TCGA-32-2634	NCOA4	-	-	-0.716
TCGA-32-2634	NF1	-	-	0.285
TCGA-32-2634	NFE2L2	-	-	-0.083
TCGA-32-2634	NLRP3	-	-	0.026
TCGA-32-2634	NOTCH1	-	-	1.536
TCGA-32-2634	NR4A2	-	-	0.01
TCGA-32-2634	PCBP1	-	-	-1.012
TCGA-32-2634	PDGFRA	-	-	0.317
TCGA-32-2634	PIK3CA	-	-	-0.215
TCGA-32-2634	PIK3CG	-	-	-0.094
TCGA-32-2634	PIK3R1	1	-	0.636
TCGA-32-2634	PIP5K1A	-	-	-0.203
TCGA-32-2634	PLCG1	-	-	2.812
TCGA-32-2634	PPP2R1A	-	-	0.28
TCGA-32-2634	PTEN	1	-	-0.887
TCGA-32-2634	RAC1	-	-	-0.36
TCGA-32-2634	RANBP2	-	-	-0.567
TCGA-32-2634	RANBP3	-	-	1.099
TCGA-32-2634	RB1	1	-	-1.009
TCGA-32-2634	RBMX	-	-	1.171
TCGA-32-2634	RHEB	-	-	-0.191
TCGA-32-2634	RHOA	-	-	0.195
TCGA-32-2634	RPL5	-	-	-0.427
TCGA-32-2634	RPSAP58	-	-	0.215
TCGA-32-2634	RUNX1	-	-	-0.529
TCGA-32-2634	RXRA	-	-	-0.257
TCGA-32-2634	SMAD2	-	-	-1.007
TCGA-32-2634	SMC1A	-	-	0.233
TCGA-32-2634	SPATA6	-	-	2
TCGA-32-2634	SPEN	-	-	-0.325
TCGA-32-2634	SPOP	-	-	0.428
TCGA-32-2634	STAG2	-	-	0.309
TCGA-32-2634	STK11	-	-	0.095
TCGA-32-2634	SYNE1	-	-	1.047
TCGA-32-2634	TBL1XR1	-	-	-0.634
TCGA-32-2634	TBX3	-	-	0.052
TCGA-32-2634	TCF12	-	-	2.734
TCGA-32-2634	TCF7	-	-	0.316
TCGA-32-2634	TET2	-	-	0.033
TCGA-32-2634	TFDP1	-	-	-0.391
TCGA-32-2634	TGFBR2	-	-	-0.503
TCGA-32-2634	TGIF1	-	-	-1.15
TCGA-32-2634	TJP2	-	-	0.228
TCGA-32-2634	TNFRSF10C	-	-	-0.292
TCGA-32-2634	TOM1	-	-	-0.704
TCGA-32-2634	TP53	1	-	1.501
TCGA-32-2634	U2AF1	-	-	0.65
TCGA-32-2634	WT1	-	-	0.041
TCGA-32-2634	ZFP36L1	-	-	-1.006
TCGA-32-2634	ZFP36L2	-	-	-0.311
TCGA-32-2634	ZNF132	-	-	1.411
TCGA-32-2634	ZNF300	-	-	2.423
TCGA-32-2634	ZNF814	-	-	0.505
TCGA-32-2634	ZNF844	-	-	0.446
TCGA-32-2638	ABCB1	-	-	0.252
TCGA-32-2638	ACVR1B	-	-	-0.6
TCGA-32-2638	ADCY1	-	-	0.032
TCGA-32-2638	ADORA2A	-	-	-0.09
TCGA-32-2638	AHNAK2	-	-	-0.126
TCGA-32-2638	AKAP9	-	-	-0.442
TCGA-32-2638	AKD1	-	-	-0.348
TCGA-32-2638	AKT1	-	-	0.118
TCGA-32-2638	AMPH	-	-	0.346
TCGA-32-2638	APAF1	-	-	-0.147
TCGA-32-2638	BCOR	-	-	-1.323
TCGA-32-2638	BRAF	-	-	-0.675
TCGA-32-2638	BRCA1	-	-	-0.229
TCGA-32-2638	BRCA2	-	-	-0.259
TCGA-32-2638	CAD	-	-	-0.151
TCGA-32-2638	CASP8	-	-	-0.884
TCGA-32-2638	CAST	-	-	-0.778
TCGA-32-2638	CBFB	-	-	-0.288
TCGA-32-2638	CCND1	-	-	-0.301
TCGA-32-2638	CDKN2A	1	-	0.048
TCGA-32-2638	CDKN2C	-	-	2.167
TCGA-32-2638	CEBPA	-	-	-0.007
TCGA-32-2638	CENPF	-	-	-0.534
TCGA-32-2638	CFH	-	-	-0.326
TCGA-32-2638	CHD4	-	-	-0.71
TCGA-32-2638	CHD8	-	-	-0.071
TCGA-32-2638	CREM	-	-	2.319
TCGA-32-2638	CRTC3	-	-	1.419
TCGA-32-2638	CTCF	-	-	-0.312
TCGA-32-2638	CUL1	-	-	-0.341
TCGA-32-2638	DHX9	-	-	-0.224
TCGA-32-2638	DICER1	-	-	-0.063
TCGA-32-2638	DMD	-	-	2.027
TCGA-32-2638	DNMT3A	-	-	-0.305
TCGA-32-2638	EGFR	0	2	7.373
TCGA-32-2638	EIF4A2	-	-	-0.195
TCGA-32-2638	ELF3	-	-	-0.728
TCGA-32-2638	ERCC2	-	-	2.39
TCGA-32-2638	EWSR1	-	-	-0.307
TCGA-32-2638	EZH2	-	-	-0.036
TCGA-32-2638	FANCA	-	-	-0.24
TCGA-32-2638	FBN2	-	-	0.242
TCGA-32-2638	FBXO11	-	-	0.015
TCGA-32-2638	FES	-	-	0.028
TCGA-32-2638	FGFR3	-	-	0.587
TCGA-32-2638	FLT3	-	-	-0.006
TCGA-32-2638	FOXA2	-	-	-0.009
TCGA-32-2638	FRG1B	-	-	0.405
TCGA-32-2638	GATA3	-	-	-0.014
TCGA-32-2638	GNAI1	-	-	-0.443
TCGA-32-2638	GNAS	-	-	2.276
TCGA-32-2638	GOLGA5	-	-	-0.535
TCGA-32-2638	GOT2	-	-	-0.402
TCGA-32-2638	GPHN	-	-	0.688
TCGA-32-2638	GPS2	-	-	0.16
TCGA-32-2638	H3F3C	-	-	-0.421
TCGA-32-2638	HGF	-	-	0.008
TCGA-32-2638	HLA-A	-	-	1.02
TCGA-32-2638	HMGXB4	-	-	0.031
TCGA-32-2638	HRAS	-	-	0.148
TCGA-32-2638	HSPA8	-	-	0.412
TCGA-32-2638	HUWE1	-	-	-0.819
TCGA-32-2638	IDH1	-	-	-0.005
TCGA-32-2638	IDH2	-	-	-0.276
TCGA-32-2638	IRS2	-	-	3.067
TCGA-32-2638	KDM5C	-	-	-0.798
TCGA-32-2638	KEAP1	-	-	0.998
TCGA-32-2638	KIFC3	-	-	0.67
TCGA-32-2638	KIT	-	-	-0.056
TCGA-32-2638	KRAS	-	-	-0.176
TCGA-32-2638	LEPR	-	-	-0.279
TCGA-32-2638	LIFR	-	-	1.528
TCGA-32-2638	LPP	-	-	-0.84
TCGA-32-2638	LUM	-	-	-0.283
TCGA-32-2638	LZTR1	-	-	1.019
TCGA-32-2638	MALAT1	-	-	-0.022
TCGA-32-2638	MAP2K4	-	-	-0.217
TCGA-32-2638	MAP3K3	-	-	-0.175
TCGA-32-2638	MAPK8IP1	-	-	3.823
TCGA-32-2638	MATK	-	-	-0.179
TCGA-32-2638	MDM2	-	-	-0.012
TCGA-32-2638	MDM4	-	-	0.05
TCGA-32-2638	METTL14	-	-	-0.077
TCGA-32-2638	MN1	-	-	-0.021
TCGA-32-2638	MTOR	-	-	-0.169
TCGA-32-2638	NAV3	-	-	0.079
TCGA-32-2638	NBPF10	-	-	-0.071
TCGA-32-2638	NCOA4	-	-	-0.55
TCGA-32-2638	NF1	-	-	0.141
TCGA-32-2638	NFE2L2	-	-	0.33
TCGA-32-2638	NLRP3	-	-	0.407
TCGA-32-2638	NOTCH1	-	-	1.194
TCGA-32-2638	NR4A2	-	-	-0.211
TCGA-32-2638	PCBP1	-	-	-1.128
TCGA-32-2638	PDGFRA	-	-	0.182
TCGA-32-2638	PIK3CA	-	-	-0.201
TCGA-32-2638	PIK3CG	-	-	0.165
TCGA-32-2638	PIK3R1	-	-	0.413
TCGA-32-2638	PIP5K1A	-	-	-0.266
TCGA-32-2638	PLCG1	-	-	2.907
TCGA-32-2638	PPP2R1A	-	-	0.556
TCGA-32-2638	PTEN	-	-	-0.787
TCGA-32-2638	RAC1	-	-	0.207
TCGA-32-2638	RANBP2	-	-	-0.686
TCGA-32-2638	RANBP3	-	-	1.968
TCGA-32-2638	RB1	-	-	1.177
TCGA-32-2638	RBMX	-	-	-0.727
TCGA-32-2638	RHEB	-	-	-0.057
TCGA-32-2638	RHOA	-	-	0.668
TCGA-32-2638	RPL5	-	-	-0.767
TCGA-32-2638	RPSAP58	-	-	0.097
TCGA-32-2638	RUNX1	-	-	-0.193
TCGA-32-2638	RXRA	-	-	-0.263
TCGA-32-2638	SMAD2	-	-	-0.557
TCGA-32-2638	SMC1A	-	-	-0.698
TCGA-32-2638	SPATA6	-	-	3.424
TCGA-32-2638	SPEN	-	-	-0.06
TCGA-32-2638	SPOP	-	-	0.648
TCGA-32-2638	STAG2	-	-	-0.078
TCGA-32-2638	STK11	-	-	1.166
TCGA-32-2638	SYNE1	-	-	0.628
TCGA-32-2638	TBL1XR1	-	-	-0.681
TCGA-32-2638	TBX3	-	-	-0.149
TCGA-32-2638	TCF12	-	-	2.258
TCGA-32-2638	TCF7	-	-	0.078
TCGA-32-2638	TET2	-	-	-0.021
TCGA-32-2638	TFDP1	-	-	-0.018
TCGA-32-2638	TGFBR2	-	-	-0.226
TCGA-32-2638	TGIF1	-	-	-0.527
TCGA-32-2638	TJP2	-	-	0.376
TCGA-32-2638	TNFRSF10C	-	-	-0.125
TCGA-32-2638	TOM1	-	-	0.274
TCGA-32-2638	TP53	-	-	0.284
TCGA-32-2638	U2AF1	-	-	-0.257
TCGA-32-2638	WT1	-	-	-0.01
TCGA-32-2638	ZFP36L1	-	-	-0.415
TCGA-32-2638	ZFP36L2	-	-	1.217
TCGA-32-2638	ZNF132	-	-	3.959
TCGA-32-2638	ZNF300	-	-	0.945
TCGA-32-2638	ZNF814	-	-	0.518
TCGA-32-2638	ZNF844	-	-	0.731
TCGA-32-4213	ABCB1	-	-	0.496
TCGA-32-4213	ACVR1B	-	-	-0.808
TCGA-32-4213	ADCY1	-	-	0.321
TCGA-32-4213	ADORA2A	-	-	-0.011
TCGA-32-4213	AHNAK2	1	-	-0.135
TCGA-32-4213	AKAP9	-	-	-0.593
TCGA-32-4213	AKD1	-	-	-0.246
TCGA-32-4213	AKT1	-	-	0.508
TCGA-32-4213	AMPH	-	-	1.074
TCGA-32-4213	APAF1	-	-	-0.388
TCGA-32-4213	BCOR	-	-	-1.133
TCGA-32-4213	BRAF	-	-	-0.756
TCGA-32-4213	BRCA1	-	-	-0.423
TCGA-32-4213	BRCA2	-	-	-0.383
TCGA-32-4213	CAD	-	-	-0.419
TCGA-32-4213	CASP8	-	-	-0.888
TCGA-32-4213	CAST	-	-	-1.003
TCGA-32-4213	CBFB	-	-	0.75
TCGA-32-4213	CCND1	-	-	-0.31
TCGA-32-4213	CDKN2A	0	-2	-0.062
TCGA-32-4213	CDKN2C	-	-	3.483
TCGA-32-4213	CEBPA	-	-	0.106
TCGA-32-4213	CENPF	-	-	-0.478
TCGA-32-4213	CFH	-	-	-0.195
TCGA-32-4213	CHD4	-	-	-1.027
TCGA-32-4213	CHD8	-	-	-0.793
TCGA-32-4213	CREM	-	-	0.81
TCGA-32-4213	CRTC3	-	-	0.234
TCGA-32-4213	CTCF	-	-	-0.928
TCGA-32-4213	CUL1	-	-	-0.982
TCGA-32-4213	DHX9	-	-	-0.676
TCGA-32-4213	DICER1	-	-	-0.585
TCGA-32-4213	DMD	-	-	0.572
TCGA-32-4213	DNMT3A	-	-	-0.703
TCGA-32-4213	EGFR	0	2	0.878
TCGA-32-4213	EIF4A2	-	-	-0.337
TCGA-32-4213	ELF3	-	-	-0.729
TCGA-32-4213	ERCC2	-	-	0.613
TCGA-32-4213	EWSR1	-	-	-1.104
TCGA-32-4213	EZH2	-	-	0.187
TCGA-32-4213	FANCA	-	-	-0.309
TCGA-32-4213	FBN2	-	-	-0.039
TCGA-32-4213	FBXO11	-	-	-0.322
TCGA-32-4213	FES	-	-	0.255
TCGA-32-4213	FGFR3	-	-	0.137
TCGA-32-4213	FLT3	-	-	-0.004
TCGA-32-4213	FOXA2	-	-	-0.009
TCGA-32-4213	FRG1B	-	-	-0.573
TCGA-32-4213	GATA3	-	-	-0.013
TCGA-32-4213	GNAI1	-	-	0.01
TCGA-32-4213	GNAS	-	-	0.263
TCGA-32-4213	GOLGA5	-	-	-0.887
TCGA-32-4213	GOT2	-	-	0.174
TCGA-32-4213	GPHN	-	-	1.182
TCGA-32-4213	GPS2	-	-	-0.017
TCGA-32-4213	H3F3C	-	-	-0.435
TCGA-32-4213	HGF	-	-	-0.003
TCGA-32-4213	HLA-A	-	-	1.14
TCGA-32-4213	HMGXB4	-	-	-0.043
TCGA-32-4213	HRAS	-	-	0.995
TCGA-32-4213	HSPA8	-	-	0.492
TCGA-32-4213	HUWE1	-	-	-1.145
TCGA-32-4213	IDH1	-	-	0.656
TCGA-32-4213	IDH2	-	-	0.247
TCGA-32-4213	IRS2	-	-	1.7
TCGA-32-4213	KDM5C	-	-	-0.955
TCGA-32-4213	KEAP1	-	-	0.392
TCGA-32-4213	KIFC3	-	-	0.576
TCGA-32-4213	KIT	-	-	-0.052
TCGA-32-4213	KRAS	-	-	-0.274
TCGA-32-4213	LEPR	-	-	-0.2
TCGA-32-4213	LIFR	-	-	2.628
TCGA-32-4213	LPP	-	-	-0.662
TCGA-32-4213	LUM	-	-	-0.25
TCGA-32-4213	LZTR1	-	-	0.096
TCGA-32-4213	MALAT1	-	-	0.04
TCGA-32-4213	MAP2K4	-	-	0.171
TCGA-32-4213	MAP3K3	-	-	-0.572
TCGA-32-4213	MAPK8IP1	-	-	1.573
TCGA-32-4213	MATK	-	-	-0.232
TCGA-32-4213	MDM2	-	-	0.418
TCGA-32-4213	MDM4	0	2	0.993
TCGA-32-4213	METTL14	-	-	-0.737
TCGA-32-4213	MN1	-	-	0.107
TCGA-32-4213	MTOR	-	-	-0.815
TCGA-32-4213	NAV3	-	-	-0.032
TCGA-32-4213	NBPF10	-	-	-0.252
TCGA-32-4213	NCOA4	-	-	-0.372
TCGA-32-4213	NF1	-	-	-0.521
TCGA-32-4213	NFE2L2	-	-	0.021
TCGA-32-4213	NLRP3	-	-	0.262
TCGA-32-4213	NOTCH1	-	-	0.056
TCGA-32-4213	NR4A2	-	-	-0.269
TCGA-32-4213	PCBP1	-	-	-0.904
TCGA-32-4213	PDGFRA	-	-	0.239
TCGA-32-4213	PIK3CA	-	-	-0.177
TCGA-32-4213	PIK3CG	-	-	0.109
TCGA-32-4213	PIK3R1	-	-	0.495
TCGA-32-4213	PIP5K1A	-	-	-0.719
TCGA-32-4213	PLCG1	-	-	0.554
TCGA-32-4213	PPP2R1A	-	-	0.083
TCGA-32-4213	PTEN	1	-	-0.837
TCGA-32-4213	RAC1	-	-	0.45
TCGA-32-4213	RANBP2	-	-	-1.031
TCGA-32-4213	RANBP3	-	-	0.197
TCGA-32-4213	RB1	1	-	0.717
TCGA-32-4213	RBMX	-	-	-0.446
TCGA-32-4213	RHEB	-	-	-0.037
TCGA-32-4213	RHOA	-	-	2.279
TCGA-32-4213	RPL5	-	-	-0.584
TCGA-32-4213	RPSAP58	-	-	0.682
TCGA-32-4213	RUNX1	-	-	-0.255
TCGA-32-4213	RXRA	-	-	-0.677
TCGA-32-4213	SMAD2	-	-	-0.157
TCGA-32-4213	SMC1A	-	-	-0.616
TCGA-32-4213	SPATA6	-	-	2.419
TCGA-32-4213	SPEN	-	-	-0.709
TCGA-32-4213	SPOP	-	-	0.417
TCGA-32-4213	STAG2	-	-	0.116
TCGA-32-4213	STK11	-	-	0.288
TCGA-32-4213	SYNE1	-	-	-0.104
TCGA-32-4213	TBL1XR1	-	-	-0.515
TCGA-32-4213	TBX3	-	-	-0.15
TCGA-32-4213	TCF12	-	-	1.572
TCGA-32-4213	TCF7	-	-	-0.347
TCGA-32-4213	TET2	-	-	-0.271
TCGA-32-4213	TFDP1	-	-	0.366
TCGA-32-4213	TGFBR2	-	-	-0.064
TCGA-32-4213	TGIF1	-	-	-0.853
TCGA-32-4213	TJP2	-	-	-0.836
TCGA-32-4213	TNFRSF10C	-	-	1.279
TCGA-32-4213	TOM1	-	-	-0.103
TCGA-32-4213	TP53	-	-	0.175
TCGA-32-4213	U2AF1	-	-	0.005
TCGA-32-4213	WT1	-	-	-0.009
TCGA-32-4213	ZFP36L1	-	-	-0.625
TCGA-32-4213	ZFP36L2	-	-	-0.215
TCGA-32-4213	ZNF132	-	-	0.827
TCGA-32-4213	ZNF300	-	-	1.17
TCGA-32-4213	ZNF814	-	-	-0.335
TCGA-32-4213	ZNF844	-	-	-0.396
TCGA-32-5222	ABCB1	-	-	0.886
TCGA-32-5222	ACVR1B	-	-	-0.92
TCGA-32-5222	ADCY1	-	-	-0.03
TCGA-32-5222	ADORA2A	-	-	-0.187
TCGA-32-5222	AHNAK2	1	-	-0.188
TCGA-32-5222	AKAP9	-	-	-0.496
TCGA-32-5222	AKD1	-	-	0.371
TCGA-32-5222	AKT1	-	-	-0.388
TCGA-32-5222	AMPH	-	-	0.178
TCGA-32-5222	APAF1	-	-	0.136
TCGA-32-5222	BCOR	-	-	-1.387
TCGA-32-5222	BRAF	-	-	-0.376
TCGA-32-5222	BRCA1	-	-	-0.093
TCGA-32-5222	BRCA2	-	-	-0.283
TCGA-32-5222	CAD	-	-	-0.82
TCGA-32-5222	CASP8	-	-	-0.879
TCGA-32-5222	CAST	-	-	-0.692
TCGA-32-5222	CBFB	-	-	1.293
TCGA-32-5222	CCND1	-	-	-0.377
TCGA-32-5222	CDKN2A	0	-2	-0.065
TCGA-32-5222	CDKN2C	-	-	4.821
TCGA-32-5222	CEBPA	-	-	0.741
TCGA-32-5222	CENPF	-	-	-0.392
TCGA-32-5222	CFH	-	-	-0.307
TCGA-32-5222	CHD4	-	-	-1.04
TCGA-32-5222	CHD8	-	-	-1.009
TCGA-32-5222	CREM	-	-	3.559
TCGA-32-5222	CRTC3	-	-	-0.67
TCGA-32-5222	CTCF	-	-	-0.745
TCGA-32-5222	CUL1	-	-	1.166
TCGA-32-5222	DHX9	-	-	-0.098
TCGA-32-5222	DICER1	-	-	-0.738
TCGA-32-5222	DMD	1	-	0.929
TCGA-32-5222	DNMT3A	-	-	-0.634
TCGA-32-5222	EGFR	0	2	2.916
TCGA-32-5222	EIF4A2	-	-	0.932
TCGA-32-5222	ELF3	-	-	-0.731
TCGA-32-5222	ERCC2	-	-	0.054
TCGA-32-5222	EWSR1	-	-	-0.689
TCGA-32-5222	EZH2	-	-	0.207
